time,rid,tid,rssi,distance
43:06.1,180174,18010741,93,5
43:13.8,180174,18010553,74,5
43:14.8,180174,18010553,74,5
43:16.8,180174,18010553,74,5
43:21.1,180174,18010741,93,5
43:24.9,180174,18010741,93,5
43:26.4,180174,18010553,74,5
43:28.9,180174,18010553,74,5
43:31.4,180174,18010553,74,5
43:47.0,180174,18010741,92,5
43:54.1,180174,18010553,73,5
43:57.1,180174,18010553,74,5
43:58.8,180174,18010553,74,5
44:05.9,180174,18010741,92,5
44:08.6,180174,18010553,73,5
44:19.7,180174,18010553,73,5
44:22.2,180174,18010553,74,5
44:26.7,180174,18010741,94,5
44:34.8,180174,18010553,74,5
44:37.3,180174,18010553,73,5
44:38.8,180174,18010553,74,5
44:43.8,180174,18010741,91,5
44:46.3,180174,18010553,74,5
44:58.7,180174,18010553,74,5
45:00.6,180174,18010553,74,5
45:07.5,180174,18010741,94,5
45:11.0,180174,18010553,74,5
45:12.0,180174,18010741,91,5
45:18.2,180174,18010553,74,5
45:21.0,180174,18010553,73,5
45:23.0,180174,18010553,74,5
45:24.8,180174,18010553,73,5
45:34.3,180174,18010553,74,5
45:36.6,180174,18010553,74,5
45:47.9,180174,18010553,74,5
45:52.2,180174,18010553,74,5
45:56.0,180174,18010741,88,5
45:57.2,180174,18010741,87,5
46:08.8,180174,18010553,74,5
46:10.3,180174,18010553,73,5
46:12.6,180174,18010553,73,5
46:17.7,180174,18010741,93,5
46:25.4,180174,18010553,74,5
46:27.4,180174,18010553,74,5
46:28.6,180174,18010741,93,5
46:32.4,180174,18010553,73,5
46:34.4,180174,18010553,74,5
46:36.9,180174,18010553,74,5
46:39.9,180174,18010553,73,5
46:47.7,180174,18010553,74,5
46:55.3,180174,18010553,74,5
47:07.3,180174,18010553,73,5
47:10.3,180174,18010553,73,5
47:23.4,180174,18010553,74,5
47:26.4,180174,18010553,73,5
47:35.2,180174,18010553,73,5
47:36.5,180174,18010553,74,5
47:38.3,180174,18010553,74,5
47:48.6,180174,18010553,73,5
47:50.3,180174,18010553,74,5
47:53.6,180174,18010553,73,5
47:55.6,180174,18010553,74,5
47:58.6,180174,18010553,73,5
48:11.7,180174,18010553,74,5
48:19.2,180174,18010553,73,5
48:33.1,180174,18010553,74,5
48:45.6,180174,18010553,73,5
48:49.4,180174,18010553,73,5
48:53.4,180174,18010553,74,5
49:05.5,180174,18010553,74,5
49:13.8,180174,18010553,74,5
49:15.8,180174,18010553,74,5
49:18.6,180174,18010553,73,5
49:21.3,180174,18010553,74,5
49:27.6,180174,18010553,74,5
49:33.6,180174,18010553,73,5
49:37.7,180174,18010553,74,5
49:55.5,180174,18010553,74,5
49:59.0,180174,18010553,73,5
50:04.1,180174,18010553,73,5
50:09.8,180174,18010553,74,5
50:15.1,180174,18010553,73,5
50:19.4,180174,18010553,74,5
50:22.4,180174,18010553,73,5
50:24.9,180174,18010553,74,5
50:37.4,180174,18010553,73,5
50:40.4,180174,18010553,74,5
50:42.5,180174,18010553,73,5
50:47.7,180174,18010553,74,5
50:50.3,180174,18010553,73,5
50:52.5,180174,18010553,73,5
50:56.3,180174,18010741,98,5
51:03.3,180174,18010553,73,5
51:06.1,180174,18010553,74,5
51:09.1,180174,18010553,73,5
51:13.6,180174,18010553,73,5
51:16.1,180174,18010553,74,5
51:17.6,180174,18010553,73,5
51:21.1,180174,18010553,74,5
51:25.4,180174,18010553,74,5
51:28.4,180174,18010553,74,5
51:29.4,180174,18010741,93,5
51:32.0,180174,18010553,74,5
51:37.5,180174,18010553,74,5
51:40.2,180174,18010553,74,5
51:44.2,180174,18010553,73,5
51:50.0,180174,18010553,74,5
51:52.0,180174,18010553,74,5
51:57.8,180174,18010741,93,5
52:03.8,180174,18010553,74,5
52:05.3,180174,18010553,74,5
52:07.4,180174,18010553,74,5
52:11.1,180174,18010553,74,5
52:15.6,180174,18010553,74,5
52:17.7,180174,18010553,74,5
52:21.9,180174,18010553,74,5
52:26.0,180174,18010741,95,5
52:29.5,180174,18010741,94,5
52:33.5,180174,18010553,74,5
52:41.3,180174,18010553,73,5
52:44.5,180174,18010553,73,5
52:48.6,180174,18010553,73,5
52:52.8,180174,18010553,74,5
52:54.6,180174,18010553,73,5
52:57.3,180174,18010553,73,5
53:05.1,180174,18010553,73,5
53:07.9,180174,18010553,73,5
53:14.7,180174,18010553,73,5
53:22.7,180174,18010553,73,5
53:24.5,180174,18010553,73,5
53:27.5,180174,18010553,73,5
53:30.2,180174,18010553,73,5
53:33.3,180174,18010553,73,5
53:37.3,180174,18010553,73,5
53:42.3,180174,18010553,73,5
53:45.3,180174,18010553,73,5
53:47.1,180174,18010741,98,5
53:51.1,180174,18010553,73,5
53:57.4,180174,18010553,73,5
54:00.1,180174,18010553,73,5
54:03.9,180174,18010553,73,5
54:07.2,180174,18010553,73,5
54:11.4,180174,18010553,73,5
54:14.4,180174,18010553,73,5
54:18.7,180174,18010741,95,5
54:22.2,180174,18010553,73,5
54:27.3,180174,18010553,73,5
54:34.3,180174,18010553,73,5
54:46.3,180174,18010553,73,5
54:52.4,180174,18010553,73,5
54:54.1,180174,18010741,97,5
54:56.4,180174,18010553,73,5
55:05.4,180174,18010553,73,5
55:09.5,180174,18010553,74,5
55:12.5,180174,18010553,73,5
55:14.5,180174,18010553,73,5
55:17.5,180174,18010553,73,5
55:21.5,180174,18010553,73,5
55:27.8,180174,18010553,73,5
55:31.8,180174,18010553,73,5
55:36.3,180174,18010553,73,5
55:43.6,180174,18010553,73,5
55:46.2,180174,18010553,73,5
55:55.2,180174,18010553,73,5
56:00.0,180174,18010553,73,5
56:03.0,180174,18010553,74,5
10/22/2018 14:56,180174,18010553,73,5
56:10.0,180174,18010553,73,5
56:16.8,180174,18010553,73,5
56:20.1,180174,18010553,73,5
56:25.1,180174,18010553,73,5
56:29.1,180174,18010553,73,5
56:32.1,180174,18010553,73,5
56:36.1,180174,18010553,73,5
56:39.4,180174,18010553,74,5
56:43.1,180174,18010553,73,5
56:47.9,180174,18010741,94,5
56:50.2,180174,18010741,94,5
56:54.2,180174,18010553,74,5
56:58.2,180174,18010553,73,5
57:05.7,180174,18010553,73,5
57:08.8,180174,18010553,74,5
57:09.8,180174,18010553,74,5
57:16.8,180174,18010553,74,5
57:19.8,180174,18010553,73,5
57:24.1,180174,18010553,73,5
57:27.1,180174,18010553,73,5
57:30.1,180174,18010553,73,5
57:32.4,180174,18010553,73,5
57:34.9,180174,18010553,73,5
57:37.1,180174,18010741,96,5
57:38.1,180174,18010553,73,5
57:41.9,180174,18010553,73,5
57:44.9,180174,18010553,73,5
57:49.7,180174,18010553,73,5
57:55.7,180174,18010741,98,5
57:59.0,180174,18010553,73,5
58:05.0,180174,18010553,73,5
58:07.8,180174,18010553,73,5
58:10.8,180174,18010553,73,5
58:12.6,180174,18010741,97,5
58:17.9,180174,18010553,73,5
58:22.6,180174,18010553,73,5
58:27.2,180174,18010553,73,5
58:31.7,180174,18010553,73,5
58:34.7,180174,18010553,73,5
58:35.7,180174,18010741,88,5
58:39.8,180174,18010553,74,5
58:48.5,180174,18010553,73,5
58:52.5,180174,18010553,73,5
58:56.8,180174,18010553,73,5
59:03.6,180174,18010553,74,5
59:14.7,180174,18010553,74,5
59:17.4,180174,18010553,73,5
59:19.4,180174,18010553,73,5
59:22.7,180174,18010553,73,5
59:29.7,180174,18010553,73,5
59:33.7,180174,18010553,73,5
59:35.7,180174,18010553,73,5
59:38.7,180174,18010553,73,5
59:42.8,180174,18010553,73,5
59:45.8,180174,18010553,73,5
59:48.8,180174,18010741,93,5
59:52.4,180174,18010553,73,5
59:57.6,180174,18010553,74,5
00:00.6,180174,18010553,74,5
00:03.6,180174,18010553,73,5
00:08.7,180174,18010553,73,5
00:12.4,180174,18010553,74,5
00:15.5,180174,18010553,73,5
00:17.3,180174,18010741,90,5
00:18.8,180174,18010553,73,5
00:23.0,180174,18010553,73,5
00:26.0,180174,18010553,73,5
00:28.1,180174,18010553,74,5
00:30.8,180174,18010553,73,5
00:35.1,180174,18010553,74,5
00:40.6,180174,18010553,73,5
00:51.7,180174,18010553,74,5
00:55.0,180174,18010553,73,5
00:59.0,180174,18010553,73,5
01:03.7,180174,18010553,73,5
01:06.8,180174,18010553,73,5
01:10.8,180174,18010553,73,5
01:12.8,180174,18010741,98,5
01:18.8,180174,18010553,76,5
01:21.3,180174,18010553,73,5
01:24.9,180174,18010553,74,5
01:28.9,180174,18010553,73,5
01:30.9,180174,18010553,73,5
01:35.2,180174,18010553,73,5
01:36.9,180174,18010553,73,5
01:44.0,180174,18010553,74,5
01:47.0,180174,18010553,73,5
01:49.7,180174,18010553,73,5
01:50.8,180174,18010553,73,5
01:53.8,180174,18010553,73,5
01:57.8,180174,18010553,73,5
02:04.8,180174,18010553,73,5
02:06.8,180174,18010553,73,5
02:13.9,180174,18010553,73,5
02:15.6,180174,18010553,73,5
02:18.4,180174,18010553,73,5
02:27.2,180174,18010553,74,5
02:31.7,180174,18010553,73,5
02:34.0,180174,18010553,73,5
02:40.7,180174,18010553,74,5
02:43.5,180174,18010553,73,5
02:51.0,180174,18010553,73,5
02:55.8,180174,18010553,74,5
02:58.8,180174,18010553,73,5
03:02.8,180174,18010553,74,5
03:04.6,180174,18010553,74,5
03:09.4,180174,18010553,74,5
03:16.4,180174,18010553,74,5
03:20.6,180174,18010553,73,5
03:25.4,180174,18010553,74,5
03:28.4,180174,18010741,97,5
03:31.4,180174,18010553,74,5
03:34.5,180174,18010553,74,5
03:38.5,180174,18010553,74,5
03:41.5,180174,18010553,73,5
03:42.3,180174,18010741,94,5
03:53.5,180174,18010553,74,5
03:56.1,180174,18010553,74,5
04:00.1,180174,18010553,74,5
04:02.8,180174,18010553,74,5
04:11.9,180174,18010553,74,5
04:16.1,180174,18010553,73,5
04:20.4,180174,18010553,73,5
04:23.4,180174,18010553,74,5
04:27.7,180174,18010553,73,5
04:31.5,180174,18010553,74,5
04:44.3,180174,18010553,73,5
04:53.3,180174,18010553,73,5
05:06.1,180174,18010553,74,5
05:10.1,180174,18010553,73,5
05:13.1,180174,18010553,74,5
05:16.9,180174,18010553,73,5
05:18.9,180174,18010553,73,5
05:21.9,180174,18010553,74,5
05:25.9,180174,18010553,73,5
05:28.7,180174,18010553,73,5
05:36.5,180174,18010553,73,5
05:39.8,180174,18010553,73,5
05:49.8,180174,18010553,73,5
05:51.8,180174,18010553,73,5
05:59.6,180174,18010553,73,5
06:06.6,180174,18010553,73,5
06:13.6,180174,18010553,73,5
06:19.4,180174,18010553,73,5
06:29.7,180174,18010553,73,5
06:31.5,180174,18010553,73,5
06:43.0,180174,18010553,73,5
06:46.3,180174,18010553,73,5
06:49.3,180174,18010553,74,5
06:52.3,180174,18010553,74,5
06:56.6,180174,18010553,73,5
06:59.6,180174,18010553,73,5
07:03.9,180174,18010553,73,5
07:07.4,180174,18010553,73,5
07:11.6,180174,18010553,73,5
07:21.7,180174,18010553,74,5
07:26.7,180174,18010553,73,5
07:29.8,180174,18010553,74,5
07:35.8,180174,18010553,73,5
07:39.8,180174,18010553,74,5
07:43.1,180174,18010553,73,5
07:50.1,180174,18010553,73,5
07:52.1,180174,18010553,73,5
07:56.1,180174,18010553,73,5
08:03.4,180174,18010553,73,5
08:06.2,180174,18010553,73,5
08:11.2,180174,18010553,73,5
08:17.2,180174,18010553,72,5
08:22.0,180174,18010553,72,5
08:32.0,180174,18010553,73,5
08:38.0,180174,18010553,73,5
08:48.3,180174,18010553,74,5
08:54.4,180174,18010553,73,5
09:04.4,180174,18010553,74,5
09:06.2,180174,18010553,73,5
09:09.2,180174,18010553,73,5
09:12.2,180174,18010553,73,5
09:16.4,180174,18010553,73,5
09:24.2,180174,18010553,73,5
09:27.0,180174,18010553,74,5
09:30.0,180174,18010553,78,5
09:33.3,180174,18010553,75,5
09:36.0,180174,18010553,73,5
09:42.0,180174,18010553,73,5
09:48.8,180174,18010553,73,5
09:51.1,180174,18010553,73,5
09:54.8,180174,18010553,73,5
09:59.8,180174,18010553,73,5
10:14.7,180174,18010553,73,5
10:21.4,180174,18010553,73,5
10:24.4,180174,18010553,73,5
10:26.4,180174,18010553,73,5
10:30.5,180174,18010553,73,5
10:33.5,180174,18010553,73,5
10:43.3,180174,18010553,73,5
10:47.0,180174,18010553,72,5
10:52.1,180174,18010553,73,5
10:58.8,180174,18010553,72,5
11:05.8,180174,18010553,73,5
11:06.6,180174,18010741,96,5
11:10.6,180174,18010553,73,5
11:13.9,180174,18010553,73,5
11:15.1,180174,18010553,74,5
11:18.0,180174,18010741,91,5
11:20.2,180174,18010553,74,5
11:22.4,180174,18010553,74,5
11:29.7,180174,18010741,92,5
11:34.5,180174,18010553,73,5
11:37.5,180174,18010553,74,5
11:42.3,180174,18010553,74,5
11:46.5,180174,18010553,73,5
11:51.3,180174,18010553,73,5
11:52.3,180174,18010741,94,5
11:57.3,180174,18010553,74,5
12:00.4,180174,18010741,91,5
12:04.3,180174,18010553,74,5
12:10.1,180174,18010553,74,5
12:13.2,180174,18010553,74,5
12:16.9,180174,18010553,73,5
12:27.0,180174,18010553,74,5
12:30.0,180174,18010553,74,5
12:33.0,180174,18010553,75,5
12:39.6,180174,18010553,74,5
12:42.1,180174,18010553,74,5
12:49.4,180174,18010553,74,5
12:54.6,180174,18010553,74,5
12:59.1,180174,18010741,98,5
13:02.7,180174,18010553,74,5
13:07.4,180174,18010741,96,5
13:11.7,180174,18010553,74,5
13:13.2,180174,18010553,74,5
13:13.9,180174,18010553,74,5
13:16.0,180174,18010553,74,5
13:20.5,180174,18010553,75,5
13:22.0,180174,18010553,74,5
13:25.4,180174,18010553,75,5
13:28.0,180174,18010553,75,5
13:30.0,180174,18010553,74,5
13:32.5,180174,18010741,88,5
13:36.5,180174,18010741,96,5
13:40.5,180174,18010553,74,5
13:43.3,180174,18010553,78,5
13:45.8,180174,18010553,73,5
13:47.3,180174,18010804,96,5
13:54.4,180174,18010553,74,5
14:01.4,180174,18010553,74,5
14:04.2,180174,18010553,74,5
14:06.4,180174,18010741,96,5
14:10.2,180174,18010741,94,5
14:20.2,180174,18010553,74,5
14:22.0,180174,18010553,74,5
14:26.5,180174,18010553,74,5
14:29.3,180174,18010553,74,5
14:31.8,180174,18010741,92,5
14:34.6,180174,18010741,94,5
14:38.1,180174,18010553,74,5
14:47.3,180174,18010741,95,5
14:51.3,180174,18010553,74,5
14:52.4,180174,18010741,94,5
14:56.4,180174,18010553,74,5
15:14.2,180174,18010553,74,5
15:19.0,180174,18010553,74,5
15:23.0,180174,18010553,74,5
15:28.0,180174,18010553,74,5
15:30.8,180174,18010553,74,5
15:35.0,180174,18010553,74,5
15:40.6,180174,18010553,74,5
15:46.8,180174,18010553,74,5
15:48.9,180174,18010553,74,5
15:51.9,180174,18010553,74,5
15:54.9,180174,18010553,74,5
16:01.9,180174,18010553,74,5
16:04.9,180174,18010553,74,5
16:10.9,180174,18010741,94,5
16:14.2,180174,18010553,74,5
16:16.5,180174,18010553,74,5
16:27.0,180174,18010553,74,5
16:29.0,180174,18010553,74,5
16:32.1,180174,18010553,74,5
16:35.1,180174,18010553,74,5
16:38.1,180174,18010553,74,5
16:43.9,180174,18010553,74,5
16:46.9,180174,18010553,74,5
16:52.2,180174,18010553,77,5
16:54.4,180174,18010553,74,5
16:56.7,180174,18010553,74,5
17:01.4,180174,18010553,74,5
17:04.7,180174,18010553,74,5
17:11.5,180174,18010553,74,5
17:13.8,180174,18010553,74,5
17:14.9,180174,18010741,94,5
17:19.3,180174,18010553,75,5
17:26.5,180174,18010553,74,5
17:32.6,180174,18010553,73,5
17:36.6,180174,18010553,74,5
17:44.6,180174,18010553,74,5
17:48.6,180174,18010553,74,5
17:51.6,180174,18010553,74,5
17:55.7,180174,18010553,74,5
17:57.7,180174,18010553,74,5
18:03.7,180174,18010741,94,5
18:15.0,180174,18010553,74,5
18:17.0,180174,18010553,74,5
18:24.5,180174,18010553,74,5
18:27.6,180174,18010553,74,5
18:33.1,180174,18010741,94,5
18:35.4,180174,18010553,74,5
18:38.4,180174,18010553,74,5
18:41.4,180174,18010553,74,5
18:42.4,180174,18010553,74,5
18:44.4,180174,18010553,74,5
18:50.4,180174,18010553,74,5
18:53.4,180174,18010553,74,5
18:57.4,180174,18010553,74,5
19:00.5,180174,18010553,74,5
19:05.2,180174,18010553,74,5
19:09.0,180174,18010553,74,5
19:12.5,180174,18010741,94,5
19:16.0,180174,18010741,90,5
19:18.5,180174,18010741,96,5
19:21.1,180174,18010553,74,5
19:29.1,180174,18010553,75,5
19:33.9,180174,18010553,74,5
19:38.2,180174,18010553,73,5
19:39.9,180174,18010553,74,5
19:48.7,180174,18010553,73,5
19:51.7,180174,18010553,74,5
19:55.7,180174,18010553,75,5
20:04.8,180174,18010553,74,5
20:06.8,180174,18010553,74,5
20:09.3,180174,18010741,94,5
20:16.8,180174,18010553,74,5
20:27.4,180174,18010553,74,5
20:34.9,180174,18010553,74,5
20:38.2,180174,18010553,75,5
20:42.2,180174,18010553,74,5
20:44.0,180174,18010553,74,5
20:47.5,180174,18010553,74,5
20:54.2,180174,18010553,74,5
10/22/2018 15:20,180174,18010553,74,5
20:59.3,180174,18010553,73,5
21:10.8,180174,18010553,74,5
21:23.9,180174,18010553,74,5
21:43.2,180174,18010553,74,5
21:57.8,180174,18010553,74,5
22:07.8,180174,18010553,74,5
22:14.9,180174,18010553,74,5
22:16.9,180174,18010553,74,5
22:20.1,180174,18010553,74,5
22:36.7,180174,18010553,74,5
22:46.3,180174,18010553,74,5
22:47.8,180174,18010553,74,5
22:59.3,180174,18010553,74,5
23:02.1,180174,18010553,75,5
23:14.2,180174,18010553,74,5
23:26.0,180174,18010553,74,5
23:36.5,180174,18010553,74,5
23:38.6,180174,18010553,74,5
23:40.3,180174,18010553,74,5
23:46.7,180174,18010741,94,5
23:49.7,180174,18010741,93,5
23:53.9,180174,18010741,94,5
10/22/2018 15:24,180174,18010741,96,5
24:09.0,180174,18010553,74,5
24:14.0,180174,18010741,94,5
24:15.3,180174,18010741,94,5
24:20.8,180174,18010741,94,5
24:23.9,180174,18010741,94,5
24:25.1,180174,18010741,94,5
24:32.9,180174,18010553,74,5
24:35.3,180174,18010553,74,5
24:36.2,180174,18010553,74,5
24:42.4,180174,18010553,74,5
24:44.4,180174,18010553,74,5
24:48.4,180174,18010741,94,5
24:50.6,180174,18010741,94,5
24:52.7,180174,18010741,94,5
24:58.0,180174,18010804,98,5
25:02.8,180174,18010553,74,5
25:06.8,180174,18010553,74,5
25:10.8,180174,18010553,74,5
25:15.0,180174,18010741,96,5
25:20.3,180174,18010741,96,5
25:22.8,180174,18010553,74,5
25:24.1,180174,18010741,94,5
25:28.9,180174,18010741,96,5
25:35.4,180174,18010804,96,5
25:39.4,180174,18010741,89,5
25:42.2,180174,18010553,73,5
25:44.5,180174,18010553,73,5
25:45.2,180174,18010741,96,5
25:48.2,180174,18010741,95,5
25:56.0,180174,18010553,74,5
25:57.7,180174,18010553,74,5
26:08.5,180174,18010553,73,5
26:14.3,180174,18010553,74,5
26:17.3,180174,18010553,74,5
26:18.6,180174,18010553,74,5
26:28.9,180174,18010553,74,5
26:33.1,180174,18010741,95,5
26:37.9,180174,18010553,74,5
26:40.9,180174,18010553,74,5
26:49.7,180174,18010741,91,5
26:54.0,180174,18010553,74,5
26:55.5,180174,18010553,74,5
26:58.8,180174,18010553,74,5
27:08.5,180174,18010741,93,5
27:12.8,180174,18010553,74,5
27:15.8,180174,18010741,94,5
27:21.1,180174,18010741,94,5
27:23.9,180174,18010553,74,5
27:27.4,180174,18010553,74,5
27:28.9,180174,18010741,95,5
27:40.4,180174,18010553,73,5
27:44.7,180174,18010553,74,5
27:46.7,180174,18010741,94,5
27:50.5,180174,18010553,73,5
27:53.5,180174,18010741,94,5
27:56.8,180174,18010553,73,5
27:57.6,180174,18010553,73,5
28:09.3,180174,18010553,74,5
28:11.3,180174,18010741,96,5
28:15.1,180174,18010553,73,5
28:18.1,180174,18010553,74,5
28:27.4,180174,18010553,74,5
28:29.6,180174,18010553,74,5
28:31.6,180174,18010553,74,5
28:36.4,180174,18010553,73,5
28:38.4,180174,18010741,94,5
28:51.5,180174,18010553,74,5
28:53.5,180174,18010553,77,5
29:04.0,180174,18010553,73,5
29:07.1,180174,18010741,94,5
29:08.1,180174,18010553,74,5
29:09.9,180174,18010553,74,5
29:15.2,180174,18010553,74,5
29:20.8,180174,18010553,74,5
29:21.8,180174,18010741,93,5
29:26.9,180174,18010553,73,5
29:30.9,180174,18010553,73,5
29:35.9,180174,18010553,74,5
29:43.7,180174,18010553,73,5
29:45.7,180174,18010553,73,5
29:56.7,180174,18010553,73,5
30:00.5,180174,18010553,73,5
30:08.3,180174,18010553,73,5
30:20.1,180174,18010553,73,5
30:29.9,180174,18010553,74,5
30:33.9,180174,18010553,73,5
30:41.7,180174,18010553,73,5
30:43.7,180174,18010553,73,5
30:47.7,180174,18010553,73,5
30:50.0,180174,18010553,73,5
31:01.5,180174,18010553,73,5
31:13.1,180174,18010553,73,5
31:14.8,180174,18010553,73,5
31:16.9,180174,18010553,73,5
31:18.9,180174,18010553,73,5
31:21.9,180174,18010553,73,5
31:36.7,180174,18010553,73,5
31:44.2,180174,18010553,73,5
31:52.3,180174,18010553,73,5
31:55.3,180174,18010553,73,5
31:57.3,180174,18010553,73,5
32:08.4,180174,18010553,73,5
32:10.4,180174,18010553,72,5
32:18.6,180174,18010741,91,5
32:21.2,180174,18010553,73,5
32:23.1,180174,18010553,73,5
32:26.5,180174,18010741,92,5
32:29.2,180174,18010741,90,5
32:36.0,180174,18010553,73,5
32:40.5,180174,18010553,73,5
32:44.5,180174,18010553,73,5
32:57.3,180174,18010553,73,5
33:13.2,180174,18010553,73,5
33:14.9,180174,18010553,73,5
33:17.7,180174,18010553,73,5
33:20.7,180174,18010553,73,5
33:33.5,180174,18010553,73,5
33:40.6,180174,18010553,73,5
33:43.6,180174,18010553,73,5
33:58.6,180174,18010553,74,5
34:00.6,180174,18010553,73,5
34:06.7,180174,18010553,73,5
34:14.7,180174,18010553,73,5
34:21.0,180174,18010553,73,5
34:23.0,180174,18010553,73,5
34:31.3,180174,18010553,74,5
34:33.8,180174,18010553,73,5
34:42.6,180174,18010553,73,5
34:45.9,180174,18010553,73,5
34:47.9,180174,18010553,73,5
34:58.7,180174,18010553,73,5
35:11.5,180174,18010553,73,5
35:13.5,180174,18010553,73,5
35:26.5,180174,18010553,73,5
35:29.5,180174,18010553,74,5
35:49.4,180174,18010553,73,5
35:51.9,180174,18010553,74,5
35:55.1,180174,18010553,73,5
35:59.2,180174,18010553,73,5
36:05.0,180174,18010553,73,5
36:07.0,180174,18010553,74,5
36:20.0,180174,18010553,73,5
36:23.0,180174,18010553,73,5
36:29.8,180174,18010804,98,5
36:36.1,180174,18010553,74,5
36:40.1,180174,18010553,74,5
36:50.9,180174,18010553,74,5
36:53.9,180174,18010553,73,5
37:02.7,180174,18010553,74,5
37:05.7,180174,18010553,73,5
37:14.5,180174,18010553,73,5
37:17.5,180174,18010553,74,5
37:28.8,180174,18010553,74,5
37:32.6,180174,18010553,73,5
37:43.4,180174,18010553,74,5
37:46.4,180174,18010553,73,5
37:57.9,180174,18010553,73,5
38:09.5,180174,18010553,73,5
38:11.3,180174,18010553,73,5
38:13.3,180174,18010553,73,5
38:15.0,180174,18010553,74,5
38:23.1,180174,18010553,74,5
38:26.1,180174,18010553,73,5
38:46.4,180174,18010553,74,5
39:02.5,180174,18010553,74,5
39:15.3,180174,18010553,73,5
39:17.6,180174,18010553,73,5
39:24.9,180174,18010553,74,5
39:35.4,180174,18010553,73,5
39:48.7,180174,18010553,73,5
40:21.9,180174,18010553,73,5
40:24.9,180174,18010553,73,5
40:32.7,180174,18010553,73,5
41:21.7,180174,18010553,73,6
41:25.1,180174,18010553,73,6
41:25.8,180174,18010553,73,6
41:27.7,180174,18010553,73,6
41:28.9,180174,18010553,73,6
41:29.9,180174,18010553,74,6
41:33.2,180174,18010553,73,6
41:33.9,180174,18010553,74,6
41:36.2,180174,18010553,73,6
41:37.4,180174,18010553,73,6
41:39.4,180174,18010553,83,6
41:41.5,180174,18010741,94,6
41:42.1,180174,18010553,82,6
41:44.0,180174,18010553,82,6
41:50.4,180174,18010553,82,6
41:56.8,180174,18010553,82,6
41:58.0,180174,18010741,94,6
42:00.9,180174,18010553,82,6
42:08.2,180174,18010741,93,6
42:11.1,180174,18010741,94,6
42:21.9,180174,18010553,82,6
42:33.0,180174,18010553,82,6
42:35.5,180174,18010804,94,6
42:36.3,180174,18010804,95,6
42:40.1,180174,18010553,84,6
42:47.6,180174,18010741,94,6
42:50.6,180174,18010553,83,6
42:52.9,180174,18010553,82,6
42:58.1,180174,18010553,82,6
42:59.1,180174,18010741,94,6
43:02.4,180174,18010553,82,6
43:03.6,180174,18010553,84,6
43:05.2,180174,18010553,83,6
43:10.2,180174,18010553,84,6
43:18.4,180174,18010553,82,6
43:20.0,180174,18010553,83,6
43:22.0,180174,18010553,84,6
43:24.0,180174,18010741,94,6
43:33.5,180174,18010741,91,6
43:34.5,180174,18010741,94,6
43:37.0,180174,18010553,82,6
43:46.4,180174,18010741,94,6
43:49.8,180174,18010741,96,6
43:51.8,180174,18010741,94,6
44:00.1,180174,18010553,83,6
44:08.2,180174,18010553,82,6
44:09.7,180174,18010553,83,6
44:25.2,180174,18010553,82,6
44:27.2,180174,18010741,97,6
44:28.5,180174,18010553,83,6
44:31.5,180174,18010553,82,6
44:35.5,180174,18010553,82,6
44:46.1,180174,18010741,94,6
44:50.8,180174,18010553,82,6
44:53.9,180174,18010553,83,6
44:55.9,180174,18010741,94,6
45:02.1,180174,18010553,82,6
45:04.6,180174,18010553,82,6
45:14.4,180174,18010553,82,6
45:17.7,180174,18010553,82,6
45:23.5,180174,18010553,82,6
45:24.5,180174,18010553,82,6
45:25.7,180174,18010553,82,6
45:33.8,180174,18010553,82,6
45:39.5,180174,18010741,94,6
45:45.1,180174,18010553,81,6
45:47.6,180174,18010553,82,6
45:49.6,180174,18010553,82,6
45:53.6,180174,18010553,82,6
45:58.1,180174,18010741,93,6
46:05.1,180174,18010553,82,6
46:06.4,180174,18010553,82,6
46:07.4,180174,18010553,82,6
46:17.4,180174,18010553,82,6
46:22.2,180174,18010553,82,6
46:23.5,180174,18010741,94,6
46:28.0,180174,18010553,82,6
46:32.0,180174,18010553,82,6
46:34.3,180174,18010741,94,6
46:40.1,180174,18010553,82,6
46:44.3,180174,18010741,94,6
46:47.1,180174,18010553,82,6
46:54.4,180174,18010553,82,6
46:56.9,180174,18010553,82,6
46:58.9,180174,18010553,82,6
47:03.2,180174,18010553,82,6
47:09.4,180174,18010553,82,6
47:12.7,180174,18010553,82,6
47:16.2,180174,18010553,82,6
47:24.0,180174,18010741,94,6
47:27.0,180174,18010553,82,6
47:40.6,180174,18010553,82,6
47:49.1,180174,18010553,81,6
47:57.7,180174,18010553,82,6
48:09.2,180174,18010741,94,6
48:12.0,180174,18010553,82,6
48:14.0,180174,18010553,82,6
48:17.2,180174,18010553,82,6
48:22.8,180174,18010741,96,6
48:24.3,180174,18010741,95,6
48:27.1,180174,18010553,82,6
48:35.3,180174,18010553,82,6
48:36.6,180174,18010553,82,6
48:47.9,180174,18010553,82,6
48:49.9,180174,18010741,96,6
48:51.7,180174,18010553,82,6
48:58.7,180174,18010741,94,6
49:09.5,180174,18010741,93,6
49:15.3,180174,18010553,82,6
49:19.1,180174,18010553,82,6
49:21.3,180174,18010741,94,6
49:23.3,180174,18010741,94,6
49:28.6,180174,18010553,82,6
49:31.4,180174,18010741,94,6
49:41.4,180174,18010553,82,6
49:45.0,180174,18010553,82,6
49:55.1,180174,18010553,81,6
49:56.5,180174,18010553,82,6
