time,rid,tid,rssi,distance
48:03.8,180174,18010553,87,8
48:06.7,180174,18010553,87,8
48:11.9,180174,18010553,87,8
48:13.1,180174,18010741,80,8
48:14.0,180174,18010553,87,8
48:15.1,180174,18010553,86,8
48:20.9,180174,18010741,84,8
48:22.6,180174,18010741,81,8
48:28.0,180174,18010804,97,8
48:35.2,180174,18010741,82,8
48:38.5,180174,18010553,87,8
48:44.6,180174,18010553,87,8
48:45.2,180174,18010553,88,8
48:47.0,180174,18010741,82,8
48:48.0,180174,18010741,82,8
48:50.3,180174,18010741,81,8
48:51.0,180174,18010804,96,8
48:52.0,180174,18010741,81,8
48:54.3,180174,18010741,82,8
48:56.4,180174,18010741,82,8
48:59.7,180174,18010553,87,8
49:00.6,180174,18010553,87,8
49:05.3,180174,18010553,87,8
49:09.3,180174,18010553,87,8
49:12.2,180174,18010741,81,8
49:16.4,180174,18010553,87,8
49:17.4,180174,18010741,82,8
49:19.2,180174,18010741,82,8
49:20.2,180174,18010741,82,8
49:21.4,180174,18010741,82,8
49:22.4,180174,18010741,82,8
49:23.4,180174,18010741,81,8
49:28.2,180174,18010741,82,8
49:31.3,180174,18010741,84,8
49:35.5,180174,18010553,87,8
49:36.2,180174,18010553,88,8
49:37.1,180174,18010553,87,8
49:40.5,180174,18010741,82,8
49:42.5,180174,18010741,84,8
49:45.0,180174,18010741,83,8
49:46.3,180174,18010553,87,8
49:50.1,180174,18010553,86,8
49:53.3,180174,18010553,87,8
49:55.3,180174,18010553,87,8
49:58.6,180174,18010553,87,8
50:01.7,180174,18010553,87,8
50:03.1,180174,18010741,82,8
50:04.3,180174,18010804,96,8
50:08.6,180174,18010741,82,8
50:11.8,180174,18010553,84,8
50:12.9,180174,18010553,91,8
50:13.6,180174,18010553,84,8
50:15.9,180174,18010553,82,8
50:18.0,180174,18010553,82,8
50:18.9,180174,18010804,96,8
50:20.2,180174,18010553,86,8
50:24.0,180174,18010741,82,8
50:26.0,180174,18010741,82,8
50:30.2,180174,18010741,82,8
50:34.6,180174,18010553,87,8
50:37.3,180174,18010553,87,8
50:39.5,180174,18010553,87,8
50:41.5,180174,18010553,87,8
50:42.3,180174,18010553,87,8
50:50.3,180174,18010741,81,8
50:51.6,180174,18010741,81,8
50:52.6,180174,18010553,86,8
50:55.9,180174,18010553,89,8
50:56.9,180174,18010553,90,8
51:00.1,180174,18010804,96,8
51:01.4,180174,18010553,87,8
51:03.1,180174,18010741,82,8
51:05.7,180174,18010741,82,8
51:06.9,180174,18010553,87,8
51:09.1,180174,18010553,87,8
51:11.1,180174,18010741,82,8
51:15.1,180174,18010741,81,8
51:18.8,180174,18010553,87,8
51:20.0,180174,18010741,82,8
51:22.9,180174,18010553,87,8
51:24.3,180174,18010741,81,8
51:26.6,180174,18010741,81,8
51:29.9,180174,18010553,87,8
51:31.8,180174,18010741,82,8
51:33.6,180174,18010741,82,8
51:37.3,180174,18010741,82,8
51:38.2,180174,18010553,87,8
51:42.1,180174,18010804,98,8
51:46.3,180174,18010741,82,8
51:48.6,180174,18010553,87,8
51:50.1,180174,18010553,86,8
51:52.9,180174,18010553,87,8
51:55.1,180174,18010553,88,8
51:57.2,180174,18010553,87,8
51:58.7,180174,18010741,82,8
52:01.0,180174,18010553,87,8
52:04.2,180174,18010553,87,8
52:04.8,180174,18010553,87,8
52:06.0,180174,18010741,82,8
52:08.3,180174,18010741,81,8
52:10.6,180174,18010741,82,8
52:13.0,180174,18010741,81,8
52:13.8,180174,18010553,87,8
52:16.8,180174,18010741,82,8
52:18.8,180174,18010553,87,8
52:21.2,180174,18010741,82,8
52:23.1,180174,18010553,87,8
52:31.4,180174,18010804,98,8
52:36.2,180174,18010553,87,8
52:39.1,180174,18010741,81,8
52:39.8,180174,18010741,81,8
52:42.4,180174,18010553,87,8
52:43.6,180174,18010553,86,8
52:45.9,180174,18010741,82,8
52:51.7,180174,18010553,87,8
52:52.7,180174,18010553,88,8
52:55.1,180174,18010553,87,8
52:57.7,180174,18010741,82,8
53:01.8,180174,18010553,87,8
53:03.0,180174,18010741,81,8
53:05.3,180174,18010741,82,8
53:05.9,180174,18010741,82,8
53:07.2,180174,18010741,80,8
53:09.3,180174,18010741,82,8
53:11.0,180174,18010741,81,8
53:15.5,180174,18010741,81,8
53:16.1,180174,18010741,82,8
53:18.4,180174,18010553,87,8
53:19.7,180174,18010553,87,8
53:23.9,180174,18010741,82,8
53:24.9,180174,18010553,87,8
53:26.5,180174,18010741,82,8
53:27.5,180174,18010553,87,8
53:29.7,180174,18010553,87,8
53:30.6,180174,18010741,82,8
53:32.6,180174,18010741,82,8
53:34.9,180174,18010741,82,8
53:36.9,180174,18010741,82,8
53:37.7,180174,18010741,82,8
53:45.7,180174,18010553,87,8
53:46.7,180174,18010741,82,8
53:50.0,180174,18010553,87,8
53:51.0,180174,18010553,87,8
53:54.3,180174,18010553,88,8
53:57.5,180174,18010553,86,8
53:58.5,180174,18010553,87,8
54:01.0,180174,18010741,82,8
54:06.4,180174,18010741,83,8
54:11.2,180174,18010741,82,8
54:20.1,180174,18010741,82,8
54:22.9,180174,18010553,86,8
54:24.5,180174,18010553,88,8
54:25.7,180174,18010741,82,8
54:28.9,180174,18010741,82,8
54:33.2,180174,18010741,81,8
54:33.9,180174,18010553,87,8
54:36.2,180174,18010553,87,8
54:39.1,180174,18010741,82,8
54:43.5,180174,18010553,87,8
54:46.5,180174,18010804,98,8
54:48.0,180174,18010741,82,8
54:50.3,180174,18010553,87,8
54:51.8,180174,18010741,82,8
54:54.8,180174,18010741,82,8
55:03.2,180174,18010741,84,8
55:03.9,180174,18010741,80,8
55:06.4,180174,18010741,85,8
55:07.9,180174,18010553,86,8
55:08.9,180174,18010741,81,8
55:11.0,180174,18010741,82,8
55:15.4,180174,18010553,86,8
55:22.8,180174,18010553,87,8
55:27.3,180174,18010553,87,8
55:28.3,180174,18010553,87,8
55:30.8,180174,18010741,81,8
55:32.6,180174,18010741,82,8
55:34.1,180174,18010741,82,8
55:35.8,180174,18010553,85,8
55:36.6,180174,18010741,81,8
55:40.0,180174,18010553,87,8
55:40.6,180174,18010741,81,8
55:41.4,180174,18010553,87,8
55:43.7,180174,18010804,98,8
55:47.8,180174,18010741,82,8
55:48.6,180174,18010553,87,8
55:50.7,180174,18010553,87,8
55:53.5,180174,18010741,82,8
55:56.5,180174,18010553,86,8
55:57.8,180174,18010553,87,8
56:00.6,180174,18010804,96,8
56:01.2,180174,18010741,82,8
56:03.3,180174,18010553,86,8
56:04.9,180174,18010553,87,8
56:06.8,180174,18010741,81,8
56:10.1,180174,18010741,82,8
56:15.8,180174,18010553,85,8
56:17.9,180174,18010553,87,8
56:21.0,180174,18010553,87,8
56:22.4,180174,18010741,82,8
56:23.4,180174,18010741,81,8
56:27.2,180174,18010741,82,8
56:33.4,180174,18010741,81,8
56:40.8,180174,18010804,98,8
56:44.2,180174,18010553,86,8
56:46.7,180174,18010741,82,8
56:48.8,180174,18010741,82,8
56:49.7,180174,18010741,81,8
56:51.1,180174,18010741,82,8
56:53.2,180174,18010741,82,8
56:55.6,180174,18010741,82,8
56:56.0,180174,18010741,82,8
56:57.2,180174,18010553,87,8
56:58.4,180174,18010741,81,8
57:01.0,180174,18010741,82,8
57:04.0,180174,18010553,87,8
57:06.1,180174,18010553,87,8
57:09.1,180174,18010553,86,8
57:10.1,180174,18010553,87,8
57:12.2,180174,18010553,87,8
57:17.7,180174,18010741,81,8
57:18.9,180174,18010553,87,8
57:20.2,180174,18010553,87,8
57:22.2,180174,18010741,82,8
57:23.2,180174,18010741,82,8
57:24.5,180174,18010741,82,8
57:31.2,180174,18010741,82,8
57:31.8,180174,18010741,81,8
57:35.5,180174,18010741,81,8
57:36.2,180174,18010741,81,8
57:37.1,180174,18010553,87,8
57:37.7,180174,18010553,86,8
57:39.9,180174,18010553,87,8
57:42.3,180174,18010553,87,8
57:44.1,180174,18010553,87,8
57:48.2,180174,18010741,81,8
57:50.2,180174,18010741,82,8
57:51.3,180174,18010741,81,8
57:52.5,180174,18010553,87,8
57:53.4,180174,18010553,87,8
57:54.3,180174,18010553,87,8
57:56.5,180174,18010553,87,8
57:59.6,180174,18010553,86,8
58:00.6,180174,18010553,87,8
58:01.6,180174,18010553,87,8
58:03.9,180174,18010741,82,8
58:05.9,180174,18010553,87,8
58:10.9,180174,18010741,82,8
58:14.4,180174,18010741,82,8
58:15.7,180174,18010741,81,8
58:17.2,180174,18010741,82,8
58:19.6,180174,18010741,82,8
58:27.1,180174,18010553,87,8
58:32.2,180174,18010553,87,8
58:38.1,180174,18010741,81,8
58:42.1,180174,18010553,87,8
58:43.3,180174,18010553,87,8
58:44.2,180174,18010741,82,8
58:44.9,180174,18010741,82,8
58:46.1,180174,18010741,81,8
58:47.1,180174,18010553,87,8
58:52.4,180174,18010553,87,8
58:54.5,180174,18010553,86,8
58:55.4,180174,18010553,87,8
58:58.6,180174,18010553,87,8
58:59.8,180174,18010741,81,8
59:01.5,180174,18010741,81,8
59:04.5,180174,18010741,81,8
59:05.2,180174,18010741,82,8
59:06.4,180174,18010741,82,8
59:08.9,180174,18010741,82,8
59:11.3,180174,18010741,81,8
59:12.5,180174,18010741,82,8
59:19.8,180174,18010741,83,8
59:22.1,180174,18010741,87,8
59:23.5,180174,18010741,81,8
59:33.1,180174,18010553,87,8
59:35.2,180174,18010553,86,8
59:36.2,180174,18010553,86,8
59:43.6,180174,18010553,85,8
59:44.6,180174,18010553,89,8
59:47.1,180174,18010741,82,8
59:49.4,180174,18010741,81,8
59:53.4,180174,18010553,87,8
59:54.4,180174,18010553,87,8
59:57.5,180174,18010553,87,8
00:00.7,180174,18010553,87,8
00:08.5,180174,18010741,81,8
00:09.7,180174,18010741,81,8
00:10.7,180174,18010741,82,8
00:13.0,180174,18010741,82,8
00:15.4,180174,18010741,82,8
00:17.8,180174,18010553,87,8
00:20.0,180174,18010553,86,8
00:21.0,180174,18010553,86,8
00:22.0,180174,18010553,86,8
00:26.3,180174,18010553,86,8
00:27.6,180174,18010553,87,8
00:28.6,180174,18010553,87,8
00:33.8,180174,18010741,82,8
00:36.1,180174,18010741,82,8
00:38.1,180174,18010553,87,8
00:40.7,180174,18010553,87,8
00:41.6,180174,18010741,82,8
00:44.7,180174,18010741,82,8
00:48.6,180174,18010741,82,8
00:51.9,180174,18010553,87,8
00:52.9,180174,18010553,86,8
00:57.0,180174,18010553,87,8
00:59.2,180174,18010741,81,8
01:01.2,180174,18010741,81,8
01:08.7,180174,18010553,87,8
01:09.5,180174,18010741,81,8
01:12.2,180174,18010553,86,8
01:12.9,180174,18010553,87,8
01:14.6,180174,18010804,98,8
01:15.3,180174,18010553,87,8
01:16.8,180174,18010741,82,8
01:18.3,180174,18010553,87,8
01:19.7,180174,18010741,81,8
01:20.9,180174,18010741,81,8
01:22.9,180174,18010741,81,8
01:25.2,180174,18010741,81,8
01:26.1,180174,18010741,81,8
01:26.7,180174,18010553,84,8
01:28.7,180174,18010741,82,8
01:30.6,180174,18010741,85,8
01:34.7,180174,18010741,84,8
01:35.7,180174,18010553,86,8
01:38.0,180174,18010553,86,8
01:39.4,180174,18010553,86,8
01:40.5,180174,18010804,95,8
01:42.7,180174,18010553,87,8
01:46.0,180174,18010741,81,8
01:50.5,180174,18010741,81,8
01:52.9,180174,18010553,86,8
01:54.8,180174,18010741,82,8
01:57.1,180174,18010553,87,8
02:06.6,180174,18010741,82,8
02:07.3,180174,18010804,94,8
02:08.1,180174,18010553,82,8
02:10.1,180174,18010553,86,8
02:11.4,180174,18010741,80,8
02:13.8,180174,18010741,80,8
02:15.4,180174,18010741,80,8
02:16.6,180174,18010553,87,8
02:19.7,180174,18010553,85,8
02:20.5,180174,18010553,86,8
02:22.4,180174,18010741,81,8
02:23.7,180174,18010553,87,8
02:27.7,180174,18010741,80,8
02:30.7,180174,18010553,85,8
02:31.2,180174,18010553,86,8
02:32.0,180174,18010553,85,8
02:34.6,180174,18010553,87,8
02:35.5,180174,18010553,87,8
02:38.3,180174,18010553,86,8
02:39.8,180174,18010741,80,8
02:42.6,180174,18010553,85,8
02:43.5,180174,18010741,82,8
02:46.0,180174,18010553,86,8
02:46.8,180174,18010741,82,8
02:49.1,180174,18010553,87,8
02:52.8,180174,18010553,87,8
02:56.1,180174,18010553,84,8
02:59.4,180174,18010553,86,8
03:05.4,180174,18010741,82,8
03:09.5,180174,18010553,87,8
03:10.3,180174,18010741,82,8
03:11.1,180174,18010741,80,8
03:12.0,180174,18010741,82,8
03:13.2,180174,18010804,96,8
03:16.1,180174,18010741,82,8
03:18.3,180174,18010553,84,8
03:24.9,180174,18010553,88,8
03:25.9,180174,18010553,86,8
03:30.2,180174,18010804,94,8
03:30.8,180174,18010553,87,8
03:32.6,180174,18010553,88,8
03:35.5,180174,18010553,87,8
03:39.4,180174,18010553,86,8
03:41.7,180174,18010741,82,8
03:42.7,180174,18010741,81,8
03:43.4,180174,18010741,85,8
03:44.6,180174,18010553,87,8
03:46.1,180174,18010741,82,8
03:48.3,180174,18010553,87,8
03:50.3,180174,18010553,87,8
03:51.3,180174,18010553,87,8
03:52.1,180174,18010553,86,8
03:53.0,180174,18010553,85,8
03:55.7,180174,18010741,81,8
04:00.1,180174,18010553,86,8
04:02.5,180174,18010553,86,8
04:03.0,180174,18010741,83,8
04:05.2,180174,18010741,82,8
04:07.2,180174,18010553,87,8
04:10.3,180174,18010741,83,8
04:11.2,180174,18010741,83,8
04:12.5,180174,18010741,83,8
04:15.8,180174,18010741,82,8
04:16.7,180174,18010741,82,8
04:18.8,180174,18010741,84,8
04:23.1,180174,18010553,87,8
04:24.6,180174,18010741,82,8
04:26.6,180174,18010553,87,8
04:28.6,180174,18010741,80,8
04:29.6,180174,18010741,82,8
04:35.9,180174,18010741,80,8
04:36.9,180174,18010741,80,8
04:37.7,180174,18010741,80,8
04:41.2,180174,18010553,88,8
04:46.7,180174,18010741,96,8
04:49.7,180174,18010553,86,8
04:51.5,180174,18010741,80,8
04:55.5,180174,18010553,89,8
04:58.5,180174,18010741,81,8
05:00.5,180174,18010741,82,8
05:01.7,180174,18010553,87,8
05:02.7,180174,18010553,87,8
05:05.0,180174,18010553,86,8
05:14.5,180174,18010553,89,8
05:15.1,180174,18010553,87,8
05:19.3,180174,18010553,87,8
05:21.4,180174,18010741,82,8
05:25.6,180174,18010741,82,8
05:27.6,180174,18010553,87,8
05:30.1,180174,18010741,82,8
05:32.9,180174,18010553,87,8
05:33.9,180174,18010553,87,8
05:35.2,180174,18010553,87,8
05:38.4,180174,18010553,87,8
05:40.4,180174,18010741,82,8
05:42.0,180174,18010741,80,8
05:46.0,180174,18010741,82,8
05:50.0,180174,18010553,87,8
05:51.2,180174,18010553,85,8
05:52.5,180174,18010553,87,8
05:55.8,180174,18010741,81,8
05:56.7,180174,18010741,82,8
05:58.5,180174,18010741,81,8
06:00.9,180174,18010741,82,8
06:06.3,180174,18010741,82,8
06:08.6,180174,18010553,87,8
06:09.6,180174,18010553,87,8
06:10.6,180174,18010553,87,8
06:16.9,180174,18010741,82,8
06:17.9,180174,18010741,82,8
06:18.6,180174,18010741,82,8
06:20.9,180174,18010553,87,8
06:21.7,180174,18010553,87,8
06:23.1,180174,18010553,87,8
06:24.4,180174,18010553,87,8
06:25.4,180174,18010553,87,8
06:27.7,180174,18010741,82,8
06:29.6,180174,18010741,82,8
06:30.6,180174,18010741,82,8
06:31.9,180174,18010741,82,8
06:37.4,180174,18010553,86,8
06:38.4,180174,18010553,87,8
06:44.7,180174,18010741,82,8
06:45.7,180174,18010553,87,8
06:46.5,180174,18010553,87,8
06:49.8,180174,18010553,87,8
06:54.3,180174,18010741,82,8
06:55.3,180174,18010553,87,8
07:00.3,180174,18010741,81,8
07:02.0,180174,18010553,87,8
07:04.8,180174,18010741,82,8
07:08.6,180174,18010553,87,8
07:10.9,180174,18010741,81,8
07:12.9,180174,18010553,87,8
07:15.4,180174,18010741,81,8
07:18.4,180174,18010553,85,8
07:20.7,180174,18010741,82,8
07:27.7,180174,18010741,82,8
07:29.3,180174,18010741,82,8
07:30.2,180174,18010553,87,8
07:34.4,180174,18010553,87,8
07:36.1,180174,18010553,87,8
07:42.5,180174,18010553,87,8
07:44.8,180174,18010553,87,8
07:46.3,180174,18010741,81,8
07:48.3,180174,18010741,82,8
07:49.5,180174,18010741,81,8
07:50.8,180174,18010553,87,8
07:53.3,180174,18010553,87,8
07:56.8,180174,18010553,87,8
07:57.8,180174,18010553,87,8
08:02.3,180174,18010553,87,8
08:03.3,180174,18010553,87,8
08:06.2,180174,18010553,86,8
08:07.4,180174,18010553,87,8
08:13.6,180174,18010553,87,8
08:14.8,180174,18010741,82,8
08:15.4,180174,18010553,87,8
08:16.6,180174,18010741,81,8
08:18.9,180174,18010741,82,8
08:20.2,180174,18010741,82,8
08:26.2,180174,18010741,82,8
08:28.2,180174,18010741,82,8
08:30.7,180174,18010741,82,8
08:35.8,180174,18010741,82,8
08:37.0,180174,18010553,87,8
08:38.9,180174,18010553,87,8
08:43.2,180174,18010741,82,8
08:46.6,180174,18010741,81,8
08:50.6,180174,18010553,87,8
08:51.8,180174,18010741,82,8
08:53.6,180174,18010741,82,8
08:58.1,180174,18010741,81,8
09:01.7,180174,18010553,86,8
09:02.6,180174,18010553,87,8
09:06.4,180174,18010741,81,8
09:07.3,180174,18010553,87,8
09:08.7,180174,18010553,87,8
09:13.9,180174,18010741,81,8
09:16.2,180174,18010741,82,8
09:18.0,180174,18010553,87,8
09:27.6,180174,18010553,87,8
09:28.5,180174,18010553,87,8
09:29.8,180174,18010741,82,8
09:33.7,180174,18010741,82,8
09:36.2,180174,18010553,86,8
09:37.1,180174,18010553,86,8
09:37.8,180174,18010553,87,8
09:41.6,180174,18010741,82,8
09:43.6,180174,18010741,82,8
09:45.1,180174,18010553,87,8
09:53.5,180174,18010553,86,8
09:54.4,180174,18010553,86,8
09:57.7,180174,18010553,88,8
10:00.9,180174,18010741,82,8
10:03.2,180174,18010741,82,8
10:05.4,180174,18010741,82,8
10:07.8,180174,18010741,80,8
10:12.2,180174,18010741,81,8
10:12.9,180174,18010553,87,8
10:16.0,180174,18010741,81,8
10:19.2,180174,18010553,88,8
10:21.8,180174,18010553,88,8
10:26.3,180174,18010553,87,8
10:28.4,180174,18010553,87,8
10:33.3,180174,18010741,82,8
10:39.1,180174,18010741,82,8
10:42.0,180174,18010553,86,8
10:44.4,180174,18010741,82,8
10:47.4,180174,18010741,80,8
10:50.4,180174,18010741,82,8
10:53.2,180174,18010553,87,8
10:54.9,180174,18010553,87,8
10:56.9,180174,18010553,86,8
11:00.4,180174,18010553,86,8
11:03.4,180174,18010741,81,8
11:07.7,180174,18010553,87,8
11:11.0,180174,18010553,87,8
11:12.7,180174,18010553,87,8
11:19.0,180174,18010553,87,8
11:22.7,180174,18010553,87,8
11:24.6,180174,18010553,86,8
11:27.1,180174,18010741,82,8
11:28.1,180174,18010741,82,8
11:31.1,180174,18010741,82,8
11:34.3,180174,18010553,85,8
11:39.6,180174,18010553,87,8
11:47.5,180174,18010553,86,8
11:50.2,180174,18010741,81,8
11:52.3,180174,18010741,82,8
11:56.0,180174,18010741,82,8
12:04.0,180174,18010741,81,8
12:06.5,180174,18010741,82,8
12:07.7,180174,18010553,87,8
12:10.5,180174,18010553,87,8
12:12.8,180174,18010553,87,8
12:13.8,180174,18010553,89,8
12:24.6,180174,18010553,87,8
12:28.1,180174,18010741,82,8
12:31.4,180174,18010741,82,8
12:33.2,180174,18010741,83,8
12:34.4,180174,18010741,82,8
12:36.2,180174,18010741,87,8
12:37.7,180174,18010741,86,8
12:38.9,180174,18010553,89,8
12:39.7,180174,18010741,82,8
12:41.7,180174,18010553,89,8
12:43.5,180174,18010741,82,8
12:45.9,180174,18010553,87,8
12:46.8,180174,18010553,87,8
12:47.6,180174,18010553,87,8
12:50.4,180174,18010741,82,8
12:53.4,180174,18010553,86,8
13:00.2,180174,18010741,82,8
13:01.0,180174,18010741,82,8
13:02.8,180174,18010741,82,8
13:04.8,180174,18010741,82,8
13:05.8,180174,18010741,82,8
13:08.0,180174,18010553,86,8
13:10.3,180174,18010553,87,8
13:12.9,180174,18010553,87,8
13:13.9,180174,18010741,81,8
13:14.9,180174,18010741,81,8
13:16.9,180174,18010553,87,8
13:20.9,180174,18010553,87,8
13:24.4,180174,18010553,87,8
13:27.5,180174,18010741,82,8
13:28.4,180174,18010741,82,8
13:30.0,180174,18010741,82,8
13:31.0,180174,18010741,81,8
13:32.5,180174,18010741,82,8
13:34.5,180174,18010553,87,8
13:36.7,180174,18010553,87,8
13:44.9,180174,18010741,82,8
13:47.0,180174,18010741,82,8
13:50.9,180174,18010741,82,8
13:51.8,180174,18010741,82,8
13:55.1,180174,18010553,87,8
13:57.0,180174,18010553,87,8
13:58.8,180174,18010553,86,8
14:00.1,180174,18010553,87,8
14:04.5,180174,18010553,87,8
14:06.8,180174,18010741,82,8
14:07.7,180174,18010741,82,8
14:08.2,180174,18010741,81,8
14:09.2,180174,18010741,80,8
14:12.3,180174,18010741,83,8
14:14.7,180174,18010553,91,8
14:15.6,180174,18010741,81,8
14:16.5,180174,18010741,81,8
14:17.7,180174,18010741,81,8
14:24.2,180174,18010741,82,8
14:24.9,180174,18010741,82,8
14:28.1,180174,18010741,82,8
14:30.4,180174,18010553,87,8
14:32.5,180174,18010553,87,8
14:33.9,180174,18010553,87,8
14:37.9,180174,18010741,82,8
14:40.8,180174,18010553,87,8
14:42.9,180174,18010741,82,8
14:45.1,180174,18010553,87,8
14:45.8,180174,18010741,82,8
14:49.8,180174,18010553,87,8
14:54.0,180174,18010741,82,8
15:02.3,180174,18010741,82,8
15:04.8,180174,18010553,87,8
15:06.0,180174,18010741,82,8
15:08.2,180174,18010741,82,8
15:09.4,180174,18010553,86,8
15:14.2,180174,18010553,87,8
15:18.5,180174,18010553,87,8
15:22.7,180174,18010553,87,8
15:23.7,180174,18010553,87,8
15:24.5,180174,18010553,86,8
15:27.0,180174,18010741,82,8
15:28.0,180174,18010804,98,8
15:28.8,180174,18010741,82,8
15:30.3,180174,18010741,82,8
15:32.3,180174,18010741,82,8
15:33.0,180174,18010741,82,8
15:35.0,180174,18010741,82,8
15:37.4,180174,18010553,87,8
15:39.1,180174,18010553,87,8
15:45.0,180174,18010553,87,8
15:49.0,180174,18010741,82,8
15:49.5,180174,18010741,82,8
15:51.8,180174,18010553,87,8
15:53.7,180174,18010553,86,8
15:55.4,180174,18010553,87,8
15:56.4,180174,18010553,87,8
16:04.1,180174,18010553,87,8
16:05.8,180174,18010741,82,8
16:06.7,180174,18010741,82,8
16:07.9,180174,18010553,87,8
16:10.2,180174,18010741,82,8
16:11.1,180174,18010741,82,8
16:14.2,180174,18010553,87,8
16:18.2,180174,18010553,87,8
16:19.0,180174,18010741,82,8
16:24.0,180174,18010553,87,8
16:28.5,180174,18010553,86,8
16:33.6,180174,18010553,87,8
16:34.6,180174,18010741,82,8
16:36.6,180174,18010741,82,8
16:37.9,180174,18010741,82,8
16:38.6,180174,18010741,81,8
16:41.1,180174,18010741,82,8
16:44.1,180174,18010741,82,8
16:46.6,180174,18010553,87,8
16:51.7,180174,18010741,82,8
16:53.2,180174,18010741,82,8
16:54.4,180174,18010553,87,8
16:57.2,180174,18010553,86,8
16:58.5,180174,18010553,87,8
17:00.1,180174,18010553,87,8
17:02.5,180174,18010741,82,8
17:04.7,180174,18010553,86,8
17:08.8,180174,18010741,82,8
17:09.3,180174,18010741,82,8
17:10.5,180174,18010553,87,8
17:11.3,180174,18010553,87,8
17:14.3,180174,18010741,82,8
17:18.5,180174,18010741,81,8
17:19.7,180174,18010553,87,8
17:21.7,180174,18010741,82,8
17:23.1,180174,18010741,82,8
17:24.3,180174,18010741,82,8
17:25.7,180174,18010741,82,8
17:29.9,180174,18010741,83,8
17:32.6,180174,18010553,91,8
17:33.6,180174,18010553,94,8
17:35.9,180174,18010553,87,8
17:39.0,180174,18010553,87,8
17:42.4,180174,18010553,87,8
17:43.4,180174,18010553,87,8
17:45.4,180174,18010741,81,8
17:47.5,180174,18010741,82,8
17:51.0,180174,18010553,87,8
17:58.2,180174,18010741,82,8
17:59.0,180174,18010741,82,8
18:01.9,180174,18010741,82,8
18:03.9,180174,18010741,82,8
18:06.4,180174,18010553,87,8
18:08.5,180174,18010553,87,8
18:15.8,180174,18010553,87,8
18:16.8,180174,18010553,87,8
18:17.8,180174,18010553,87,8
18:22.1,180174,18010553,87,8
18:23.9,180174,18010553,87,8
18:26.3,180174,18010741,82,8
18:29.0,180174,18010741,80,8
18:30.2,180174,18010741,82,8
18:37.5,180174,18010741,82,8
18:40.0,180174,18010741,81,8
18:42.3,180174,18010553,85,8
18:43.3,180174,18010741,80,8
18:48.0,180174,18010553,85,8
18:49.3,180174,18010553,87,8
18:50.3,180174,18010741,82,8
18:53.1,180174,18010741,82,8
18:56.6,180174,18010741,82,8
18:57.2,180174,18010741,82,8
18:58.4,180174,18010741,82,8
18:59.6,180174,18010553,87,8
19:01.3,180174,18010553,86,8
19:03.4,180174,18010553,87,8
19:04.4,180174,18010553,87,8
19:09.4,180174,18010553,86,8
19:11.6,180174,18010553,87,8
19:12.4,180174,18010553,87,8
19:14.4,180174,18010741,81,8
19:16.7,180174,18010741,82,8
19:18.2,180174,18010741,82,8
19:19.2,180174,18010741,82,8
19:21.5,180174,18010741,78,8
19:23.2,180174,18010741,91,8
19:24.5,180174,18010741,86,8
19:27.0,180174,18010741,84,8
19:30.1,180174,18010741,82,8
19:31.3,180174,18010741,81,8
19:35.1,180174,18010553,88,8
19:39.3,180174,18010741,85,8
19:42.0,180174,18010741,82,8
19:44.1,180174,18010741,82,8
19:45.3,180174,18010741,81,8
19:49.4,180174,18010741,81,8
19:51.7,180174,18010553,87,8
19:54.1,180174,18010553,86,8
20:00.9,180174,18010741,82,8
20:04.5,180174,18010741,82,8
20:05.2,180174,18010553,87,8
20:05.7,180174,18010553,87,8
20:08.9,180174,18010741,81,8
20:14.2,180174,18010741,82,8
20:15.2,180174,18010553,87,8
20:17.0,180174,18010741,81,8
20:19.0,180174,18010741,82,8
20:21.3,180174,18010553,87,8
20:22.5,180174,18010741,82,8
20:23.7,180174,18010741,82,8
20:28.8,180174,18010553,87,8
20:29.8,180174,18010741,82,8
20:32.1,180174,18010741,82,8
20:35.1,180174,18010741,82,8
20:37.3,180174,18010741,82,8
20:38.1,180174,18010741,82,8
20:45.4,180174,18010553,87,8
20:46.7,180174,18010553,86,8
20:48.9,180174,18010741,82,8
20:54.6,180174,18010553,87,8
20:56.2,180174,18010553,87,8
20:57.4,180174,18010553,87,8
20:58.4,180174,18010553,87,8
20:59.4,180174,18010553,87,8
21:02.5,180174,18010741,82,8
21:05.6,180174,18010553,87,8
21:07.0,180174,18010553,87,8
21:08.5,180174,18010741,81,8
21:09.7,180174,18010741,81,8
21:11.5,180174,18010741,82,8
21:12.5,180174,18010741,82,8
21:13.5,180174,18010741,81,8
21:16.8,180174,18010741,81,8
21:21.1,180174,18010741,81,8
21:22.1,180174,18010553,87,8
21:24.3,180174,18010553,87,8
21:27.0,180174,18010553,85,8
21:30.4,180174,18010553,87,8
21:32.8,180174,18010553,87,8
21:33.6,180174,18010741,81,8
21:38.1,180174,18010553,87,8
21:38.9,180174,18010553,87,8
21:40.4,180174,18010553,86,8
21:44.7,180174,18010553,87,8
21:45.4,180174,18010553,86,8
21:47.2,180174,18010741,82,8
21:52.5,180174,18010741,82,8
21:53.5,180174,18010741,82,8
21:56.2,180174,18010553,86,8
22:00.8,180174,18010553,86,8
22:03.4,180174,18010741,80,8
22:06.5,180174,18010553,87,8
22:07.5,180174,18010553,87,8
22:18.8,180174,18010553,86,8
22:20.4,180174,18010741,81,8
